condition,mouse,FOV,day,sample_id,source_file,roi_index,roi_label,roi_x,roi_y,n_frames,mean_signal,std_signal,min_signal,max_signal,baseline_center,threshold,n_events,mean_event_duration,max_event_duration,mean_event_amplitude,max_event_amplitude,auc_above_baseline,peak_frame,peak_value,global_slope,Cluster,PCA1,PCA2,UMAP1,UMAP2
resp,V530,Reg01_z284,d11,resp_V530_Reg01_z284_d11,data_d11.mat,242,ROI242,796.0,46.0,2088,0.12040905420598103,0.05414797787157373,0.0009561359766419705,0.4333850382381948,0.11799222831931365,0.2733578136520555,7,4.714285714285714,7.0,0.21434833105048873,0.31539280991888113,42.852244374742966,267.0,0.4333850382381948,-4.266032552031512e-06,0,-0.22489926,0.3709145,4.3529267,5.0872793
unresp,U863,Reg01_z305,d15,unresp_U863_Reg01_z305_d15,data_d15.mat,267,ROI267,567.0,488.0,2088,0.3143359770494048,0.0953815482596934,0.1712581700641021,0.4310219727839371,0.3334582696915851,0.6328799708764026,0,,,,,0.35643197346629774,2.0,0.4310219727839371,-0.030720715828914214,0,-0.63874066,0.32681713,10.06809,12.567265
resp,U866,Reg02_z208,d9,resp_U866_Reg02_z208_d9,data_d9.mat,372,ROI372,477.0,18.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-19.04828,9.928924
inh,U413,Reg03_z182,d11,inh_U413_Reg03_z182_d11,data_d11.mat,322,ROI322,379.0,723.0,2088,0.12202744041495202,0.08818193414585042,-0.02272461616500385,0.9649169415110165,0.16417725384848325,0.32496308171122773,5,9.4,16.0,0.4246417598881516,0.8007396876625332,28.73912988535841,1573.0,0.9649169415110165,-2.278842092036029e-05,0,-0.17794853,-0.08000756,3.2397437,1.2121638
unresp,U236,Reg02_z195,d5,unresp_U236_Reg02_z195_d5,data_d5.mat,349,ROI349,123.0,519.0,2088,0.18840891896226616,0.09315096814539994,0.03249836904882693,0.6351957732161712,0.190531873099882,0.2897083828576248,7,6.428571428571429,9.0,0.24995121763152725,0.44466390011628915,15.043030909793917,310.0,0.6351957732161712,0.00011698497075038503,0,-0.16169563,0.27382407,4.395257,4.1526246
unresp,U234,Reg01_z127,d5,unresp_U234_Reg01_z127_d5,data_d5.mat,153,ROI153,735.0,113.0,2088,0.1364910406542581,0.07162912413549712,-0.061815273291910895,0.6344322891245324,0.11991701739006874,0.24793715634040622,12,7.333333333333333,12.0,0.2664029996575558,0.5145152717344637,67.99954129288197,1926.0,0.6344322891245324,1.3398468513476834e-06,0,-0.15866116,0.0030751135,7.264412,2.6015313
resp,U545,Reg02_z183,d1,resp_U545_Reg02_z183_d1,data_d1.mat,447,ROI447,107.0,79.0,2088,0.24259030567107825,0.10425999707003808,0.03361561309238948,0.911404943915689,0.21635299573127276,0.383531444367773,7,7.857142857142857,12.0,0.3926301730301684,0.6950519481844163,44.84324726105287,262.0,0.911404943915689,-5.207589441648563e-06,0,-0.063324615,0.15480557,3.9572449,3.2574725
resp,U849,Reg01_z205,d9,resp_U849_Reg01_z205_d9,data_d9.mat,86,ROI86,274.0,898.0,2088,0.12300121302564565,0.052177173468112736,-0.0553985112245648,0.3184543348803741,0.09437743896705389,0.18300609003269697,23,8.826086956521738,37.0,0.14761853060627378,0.22407689591332022,73.61232446065571,134.0,0.3184543348803741,8.894191673129313e-06,1,-0.13437131,-0.7703578,12.157498,0.650234
unresp,U236,Reg02_z195,d1,unresp_U236_Reg02_z195_d1,data_d1.mat,169,ROI169,886.0,79.0,2088,0.1344575404091213,0.05917815045847702,0.006148238323430491,0.39999369572502536,0.12636967980582917,0.24309057405368026,7,8.285714285714286,16.0,0.2164063644460832,0.27362401591919616,30.054433157402464,1170.0,0.39999369572502536,6.6952874357508536e-06,0,-0.1996845,-0.03530273,4.255161,1.7809906
unresp,U848,Reg01_z129,d1,unresp_U848_Reg01_z129_d1,data_d1.mat,93,ROI93,152.0,406.0,2088,0.3697487422124641,0.21836592628842863,0.0,1.3928888743746815,0.31011494128881506,0.7297734273399656,5,6.6,8.0,0.881581892655029,1.0827739330858663,78.38410799938805,573.0,1.3928888743746815,1.1350548348027624e-05,0,0.13111669,0.4451508,6.112812,6.8921566
sham,U875,Reg01_z146,d1,sham_U875_Reg01_z146_d1,data_d1.mat,213,ROI213,723.0,154.0,2088,0.1684862025381857,0.14513558811831972,-0.005923117670040322,2.0885357552562698,0.13545301096560214,0.25958995738251833,19,7.7368421052631575,17.0,0.3892386966909247,1.9530827442906675,103.69570668079467,592.0,2.0885357552562698,2.837536116472495e-06,1,-0.03636759,-0.21744221,10.163989,0.98507
inh,U411,Reg03_z167,d3,inh_U411_Reg03_z167_d3,data_d3.mat,343,ROI343,1012.0,309.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,9.212303,30.949553
resp,T476,Reg01_z224,d1,resp_T476_Reg01_z224_d1,data_d1.mat,275,ROI275,544.0,215.0,2088,0.24075348803372876,0.026201363229945162,0.18799431727544402,0.27883011887079845,0.24940151125351656,0.3211461980266106,0,,,,,0.06701137962444237,3.0,0.27883011887079845,-0.0003843172581730121,0,-0.14226896,0.32168224,12.563185,10.98529
sham,U411,Reg03_z167,d3,sham_U411_Reg03_z167_d3,data_d3.mat,87,ROI87,130.0,675.0,2088,0.12898001989604851,0.08713421486627482,-0.03067329764223998,0.5287234349771162,0.1853018347052699,0.34698960745669993,3,7.0,8.0,0.26559421662110366,0.34342160027184626,24.601849215733658,1066.0,0.5287234349771162,-7.798641757625753e-05,0,-0.21349409,0.27935293,1.104437,5.228346
sham,U411,Reg01_z162,d9,sham_U411_Reg01_z162_d9,data_d9.mat,172,ROI172,238.0,791.0,2088,0.14910328115591134,0.07255974842825225,-0.10657285892180653,0.43440891401032466,0.17906437730786104,0.35856079172451905,2,4.0,4.0,0.23135562311645835,0.2553445367024636,25.279632857004046,272.0,0.43440891401032466,-3.086768786910431e-05,0,-0.21636733,0.59585875,1.4659461,8.892555
inh,U872,Reg01_z208,d11,inh_U872_Reg01_z208_d11,data_d11.mat,160,ROI160,670.0,41.0,2088,0.27540769284061634,0.20859721112224525,-0.041537964739047674,0.7211682000241851,0.28943928357623616,0.7164912331779139,0,,,,,5.273517654885085,1.0,0.7211682000241851,-0.005494723701535948,0,-0.1617105,0.31372997,11.309748,11.404786
unresp,V529,Reg03_z177,d15,unresp_V529_Reg03_z177_d15,data_d15.mat,320,ROI320,275.0,758.0,2088,0.16086515555084502,0.0345488522805387,0.11161708974255606,0.2134589817724644,0.1490075223370226,0.2383528459628394,0,,,,,0.39298956304351335,19.0,0.2134589817724644,0.005318842914615511,0,-0.11134979,0.25467673,9.707635,11.206168
unresp,V529,Reg03_z272,d9,unresp_V529_Reg03_z272_d9,data_d9.mat,313,ROI313,239.0,472.0,2088,0.11333417198327621,0.04700220667915804,-0.00540042956953054,0.42036290531745457,0.12340111085760629,0.2231228094406388,7,4.428571428571429,9.0,0.1658355892659886,0.29696179445984827,27.585652393995545,85.0,0.42036290531745457,-1.298369562722716e-05,0,-0.24728358,0.35558552,4.1108255,5.073072
unresp,U235,Reg01_z278,d23,unresp_U235_Reg01_z278_d23,data_d23.mat,141,ROI141,874.0,567.0,2088,0.253910836122953,0.0816707548390974,-0.01431710745954445,0.5407071503287167,0.2558953585477426,0.4827552328521518,1,3.0,3.0,0.28481179178097416,0.28481179178097416,63.61547869845118,1505.0,0.5407071503287167,7.0134751651768235e-06,0,-0.08368429,0.790984,3.5724373,9.481342
sham,U146,Reg03_z129,d23,sham_U146_Reg03_z129_d23,data_d23.mat,290,ROI290,452.0,856.0,2088,0.19117977677418022,0.14320187074012494,0.04480962293615779,0.9713145628809837,0.17621052967158085,0.3912377747397104,1,9.0,9.0,0.7951040332094028,0.7951040332094028,10.097774260349057,48.0,0.9713145628809837,-0.00016017352364853217,0,-0.1236089,0.20023473,1.0906277,1.6353861
sham,U413,Reg03_z157,d11,sham_U413_Reg03_z157_d11,data_d11.mat,306,ROI306,92.0,978.0,2088,0.11071726437477179,0.06939180591522154,-0.04485939007523421,0.44436338452295315,0.08456082186824082,0.19324609002999443,15,12.333333333333334,61.0,0.1938946260072978,0.35980256265471233,73.13534090688333,149.0,0.44436338452295315,1.844473364229925e-05,1,-0.106864855,-1.30158,12.228194,2.9937742
inh,U412,Reg02_z199,d9,inh_U412_Reg02_z199_d9,data_d9.mat,91,ROI91,719.0,159.0,2088,0.11901161475538816,0.0519971594727619,-0.04028797014338942,0.36681697718448086,0.11471599374313458,0.2513366569590759,3,4.666666666666667,6.0,0.1955831084175461,0.2521009834413463,32.151326059731055,1089.0,0.36681697718448086,5.812122200060305e-06,0,-0.24478039,0.4666379,0.5803183,6.752486
resp,T476,Reg01_z251,d23,resp_T476_Reg01_z251_d23,data_d23.mat,297,ROI297,642.0,102.0,2088,0.18275244543537894,0.06694386565466617,0.008698097905713997,0.4704735391819721,0.17400930766592448,0.29730796401272963,8,6.375,10.0,0.22127428237257635,0.2964642315160476,37.618206660917146,1066.0,0.4704735391819721,-3.0362209223091504e-05,0,-0.15706271,0.23030226,5.136415,4.0577426
sham,U546,Reg01_z229,d7,sham_U546_Reg01_z229_d7,data_d7.mat,84,ROI84,33.0,455.0,2088,0.10286750949709825,0.07630233314677967,-0.002320387941541071,0.747932037985099,0.06988154973865585,0.14523302898958623,21,11.619047619047619,36.0,0.2245424619270637,0.6780504882464431,81.05244849651241,1013.0,0.747932037985099,2.7066553793857314e-05,1,-0.12661244,-0.93118495,11.768745,1.026263
resp,U719,Reg01_z271,d1,resp_U719_Reg01_z271_d1,data_d1.mat,114,ROI114,682.0,896.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-15.326545,16.935968
resp,U545,Reg02_z183,d5,resp_U545_Reg02_z183_d5,data_d5.mat,157,ROI157,200.0,806.0,2088,0.29522110499283494,0.11880870669032946,0.03616008227865777,1.015868130253692,0.3012392684029012,0.5549206135641669,6,6.166666666666667,8.0,0.4825846498438384,0.7146288618507908,51.34416042738733,37.0,1.015868130253692,-5.328978381837272e-05,0,-0.004534498,0.41448373,5.341663,6.596919
unresp,V529,Reg03_z149,d15,unresp_V529_Reg03_z149_d15,data_d15.mat,452,ROI452,304.0,30.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-12.319132,21.299406
inh,U412,Reg02_z199,d15,inh_U412_Reg02_z199_d15,data_d15.mat,53,ROI53,323.0,434.0,2088,0.12003962320756328,0.06930062029186099,-0.08116780901627414,0.6566405584151819,0.12389821975080355,0.24086520790364185,9,7.333333333333333,11.0,0.27482000669783596,0.5327423386643784,42.73037057145517,460.0,0.6566405584151819,-1.0778347004134764e-05,0,-0.19837937,0.06922592,5.838331,2.960913
inh,U865,Reg01_z117,d7,inh_U865_Reg01_z117_d7,data_d7.mat,317,ROI317,327.0,1013.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-7.125995,21.778717
inh,U411,Reg03_z272,d3,inh_U411_Reg03_z272_d3,data_d3.mat,211,ROI211,654.0,102.0,2088,0.1606407572608225,0.07016989393771074,-0.09763761527373549,0.6335841791783692,0.1876427514434714,0.38506762522635885,4,7.0,8.0,0.3241588222576852,0.44594142773489776,32.13139366719628,148.0,0.6335841791783692,-1.6942719395593082e-05,0,-0.17137322,0.2773822,2.3409183,4.7396955
sham,V528,Reg01_z233,d3,sham_V528_Reg01_z233_d3,data_d3.mat,237,ROI237,424.0,931.0,2088,0.1594273488573953,0.045286529245719014,0.04414637613689219,0.27347721854824203,0.1219688820195024,0.21359605715086621,5,5.2,7.0,0.13355433983504178,0.15150833652873963,10.45899208492041,70.0,0.27347721854824203,0.00010157161226502558,0,-0.22781748,0.4063726,2.5828319,5.3574147
resp,U849,Reg01_z237,d7,resp_U849_Reg01_z237_d7,data_d7.mat,178,ROI178,468.0,641.0,2088,0.1414753881635871,0.07417825443483188,-0.009951328843810387,0.4504465691096338,0.18011059099790297,0.41417646633168215,2,3.5,4.0,0.2621137172862112,0.2703359781117308,30.070020723396794,259.0,0.4504465691096338,-7.208926541525623e-05,0,-0.21849772,0.6304905,1.7285366,9.073736
inh,U411,Reg03_z167,d11,inh_U411_Reg03_z167_d11,data_d11.mat,221,ROI221,74.0,773.0,2088,0.14730007439979642,0.10137415737665238,-0.03131471798898834,1.4563711682591083,0.12415483695297994,0.24737737167702756,7,7.571428571428571,23.0,0.35577958914406455,1.3322163313061284,52.3533842857497,1359.0,1.4563711682591083,5.113589640309285e-05,0,-0.12708256,-0.09498616,5.1969767,0.71342355
unresp,U848,Reg01_z110,d7,unresp_U848_Reg01_z110_d7,data_d7.mat,128,ROI128,61.0,703.0,2088,0.11187736015361069,0.04513739247212387,-0.01604334414813181,0.3949863284483195,0.10229866487323928,0.19613986202578668,10,5.9,15.0,0.1494630910687346,0.2926876635750802,44.14471503681989,138.0,0.3949863284483195,7.727690967382905e-06,0,-0.22176474,0.07880096,6.273451,2.835298
sham,V529,Reg03_z272,d1,sham_V529_Reg03_z272_d1,data_d1.mat,428,ROI428,856.0,273.0,2088,0.13698825418282642,0.0487838190982927,0.037567928567469246,0.2893550441127341,0.1272244192375275,0.24609648254298316,2,3.0,3.0,0.15421922213763625,0.1621306248752066,12.046510804375025,198.0,0.2893550441127341,1.4134698301030772e-07,0,-0.26136518,0.6801157,0.720507,9.76605
sham,U875,Reg01_z258,d7,sham_U875_Reg01_z258_d7,data_d7.mat,10,ROI10,645.0,332.0,2088,0.19632237332519534,0.3154154928559594,-0.10716360223800152,2.971155781742136,0.12877112016281608,0.33708950119515246,21,11.428571428571429,31.0,0.8711719438564162,2.84238466157932,208.6087711094258,529.0,2.971155781742136,-4.075872761889361e-05,1,0.1737253,-0.76484716,11.666628,0.9080926
resp,U866,Reg01_z191,d9,resp_U866_Reg01_z191_d9,data_d9.mat,45,ROI45,243.0,333.0,2088,0.1600099359401277,0.1178607914871603,-0.05890044537359166,0.6638705963695922,0.13196155217673144,0.2211588547555203,11,9.181818181818182,27.0,0.1991868723867851,0.5319090441928608,30.01466350705256,165.0,0.6638705963695922,-0.0002622650847474033,1,-0.14906767,-0.35576117,6.9674826,-0.17068224
inh,U413,Reg03_z295,d11,inh_U413_Reg03_z295_d11,data_d11.mat,313,ROI313,303.0,922.0,2088,0.19660381423201062,0.29311481795493377,0.004860096345036087,1.5228817752995991,0.12844420851868538,0.24379059022948135,6,13.666666666666666,41.0,0.6362535271301839,1.3944375667809137,52.13265811471092,206.0,1.5228817752995991,-0.0002381812186764758,1,-0.011028742,-0.80437434,6.2343965,-1.7005486
sham,U146,Reg01_z162,d23,sham_U146_Reg01_z162_d23,data_d23.mat,237,ROI237,681.0,692.0,2088,0.11496418571525373,0.03754847821786129,0.013414798220170365,0.26929671352583406,0.12670811145425087,0.23873438555382234,1,4.0,4.0,0.1425886020715832,0.1425886020715832,12.75720323140187,765.0,0.26929671352583406,-8.796851271710925e-06,0,-0.27880168,0.59294903,0.29347914,9.058183
inh,U411,Reg03_z248,d23,inh_U411_Reg03_z248_d23,data_d23.mat,176,ROI176,944.0,739.0,2088,0.15681654460598768,0.08117826121739853,-0.023898832495922815,0.5916650931649886,0.18368699779357936,0.3071558524306263,3,5.666666666666667,7.0,0.26460014902075396,0.4079780953714093,7.691001521549581,242.0,0.5916650931649886,-0.00013939284164452703,0,-0.21145621,0.4160017,1.5359511,6.7830744
unresp,U234,Reg02_z150,d7,unresp_U234_Reg02_z150_d7,data_d7.mat,14,ROI14,138.0,837.0,2088,0.14133250922160398,0.20223866539210236,-0.06458476110003251,2.4806127691859774,0.11059695297439304,0.2448478507630818,16,12.3125,85.0,0.39593818163748,2.3700158162115845,116.38102758123226,367.0,2.4806127691859774,-7.104901173501619e-05,1,0.059345454,-1.7096367,13.024486,3.5661514
resp,U194,Reg01_z283,d3,resp_U194_Reg01_z283_d3,data_d3.mat,244,ROI244,111.0,712.0,2088,0.24291270870860704,0.07295940247330718,0.07069730045500813,0.4907026813034506,0.23398628148224243,0.4127514051764476,2,5.0,5.0,0.24413976185794062,0.2567163998212082,21.51349959292412,585.0,0.4907026813034506,-1.7432053800698344e-05,0,-0.12686051,0.5871493,3.0289204,7.9928875
resp,V530,Reg01_z172,d3,resp_V530_Reg01_z172_d3,data_d3.mat,176,ROI176,459.0,784.0,2088,0.21952997932722296,0.09422683841315527,0.0037975943978214776,0.4963722157852581,0.24669717352521064,0.4017929032359531,1,14.0,14.0,0.24967504226004744,0.24967504226004744,6.0466510942113425,187.0,0.4963722157852581,7.841262741039562e-05,0,-0.11189572,-0.22632203,3.3973927,-0.5982114
inh,U865,Reg01_z202,d15,inh_U865_Reg01_z202_d15,data_d15.mat,386,ROI386,313.0,138.0,2088,0.20275222009893396,0.12610325358330188,-0.13734920529684488,1.2159816697701984,0.18705865532015825,0.39024370866294245,8,8.5,11.0,0.5259325736953011,1.02892301445004,74.8186239179549,12.0,1.2159816697701984,-1.2866734211196974e-05,0,-0.05472209,0.06389511,4.9036865,2.4052734
sham,U411,Reg03_z147,d15,sham_U411_Reg03_z147_d15,data_d15.mat,266,ROI266,190.0,749.0,2088,0.14626151250542918,0.062396850734588324,0.02014606584373114,0.4486810828479713,0.12489839736267697,0.22735345548642347,8,8.25,15.0,0.1928569378876899,0.3237826854852943,28.059790069815612,357.0,0.4486810828479713,-6.437516559121118e-06,0,-0.19201794,-0.025481777,4.70131,1.9422714
resp,U866,Reg01_z218,d1,resp_U866_Reg01_z218_d1,data_d1.mat,245,ROI245,557.0,752.0,2088,0.14648595433224712,0.09348426115849028,-0.10743121975553126,0.5046560530057996,0.1734198373382686,0.344463901826611,3,4.333333333333333,6.0,0.2661752849160855,0.33123621566753103,10.331523869860249,365.0,0.5046560530057996,6.500736030953837e-05,0,-0.21949652,0.51556426,1.5756968,7.5165267
unresp,V529,Reg03_z272,d1,unresp_V529_Reg03_z272_d1,data_d1.mat,407,ROI407,375.0,413.0,2088,0.10668263007342577,0.05395899273347004,-0.006632488301226844,0.5273076011282776,0.0941286362524654,0.1978896178108093,9,7.222222222222222,12.0,0.2062423945857691,0.4331789648758122,33.77961848699268,104.0,0.5273076011282776,7.353412499318069e-06,0,-0.22892615,0.05024287,5.602315,2.9475577
resp,U545,Reg01_z280,d9,resp_U545_Reg01_z280_d9,data_d9.mat,128,ROI128,285.0,259.0,2088,0.10078177383054227,0.056766942843325695,-0.016813426920642378,0.47394073858017033,0.1040542800399001,0.19992280637270687,10,6.6,11.0,0.19317208972896954,0.36988645854027025,27.1937165706798,890.0,0.47394073858017033,5.770094877641491e-06,0,-0.24236107,0.09135961,6.1114492,3.3230712
resp,T476,Reg01_z224,d13,resp_T476_Reg01_z224_d13,data_d13.mat,175,ROI175,414.0,351.0,2088,0.15609867945292846,0.0704337070111634,-0.08736636533553563,0.42805937826404616,0.148968814298981,0.28929678906013434,7,6.857142857142857,17.0,0.19798442128173857,0.27909056396506515,62.786395399446306,1558.0,0.42805937826404616,7.186173238115271e-06,0,-0.15244594,0.06246782,4.3464556,2.8839457
resp,T650,Reg01_z219,d3,resp_T650_Reg01_z219_d3,data_d3.mat,72,ROI72,352.0,780.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-16.293085,-4.9465833
unresp,U235,Reg01_z133,d23,unresp_U235_Reg01_z133_d23,data_d23.mat,127,ROI127,267.0,717.0,2088,0.16164725549944337,0.08870277161206638,-0.012257201254527434,0.7981851290570293,0.13272049521213114,0.2918257223277055,13,6.923076923076923,14.0,0.30536007060729586,0.6654646338448982,78.21038278906215,1311.0,0.7981851290570293,9.062159636631292e-06,0,-0.11639305,-0.00063891895,7.8431573,2.6079168
unresp,V529,Reg03_z240,d3,unresp_V529_Reg03_z240_d3,data_d3.mat,443,ROI443,27.0,650.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-4.576194,-9.404529
sham,U875,Reg01_z122,d1,sham_U875_Reg01_z122_d1,data_d1.mat,80,ROI80,966.0,535.0,2088,0.15799989736926257,0.05606538435585179,0.05928051624005979,0.2839779364130204,0.16795915250667104,0.40388420550521076,0,,,,,1.492382957217937,2.0,0.2839779364130204,-0.0006233395357052599,0,-0.21692014,0.23760936,14.062556,12.248905
unresp,U863,Reg01_z305,d23,unresp_U863_Reg01_z305_d23,data_d23.mat,339,ROI339,156.0,727.0,2088,0.40025536781982773,0.23256357134042657,0.0645050088731987,0.8507172126108351,0.1646366913063794,0.4832753041172001,2,7.0,7.0,0.5653526129591941,0.6860805213044557,11.35917130600751,27.0,0.8507172126108351,0.00847414113573588,0,0.21439251,0.5061446,9.366937,10.791968
resp,U719,Reg01_z271,d11,resp_U719_Reg01_z271_d11,data_d11.mat,221,ROI221,379.0,1013.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-9.987536,-5.6449003
resp,T649,Reg01_z235,d7,resp_T649_Reg01_z235_d7,data_d7.mat,94,ROI94,197.0,141.0,2088,0.16303634009494877,0.06631882101643394,-0.04625797936217972,0.6755739402736349,0.18770500593533548,0.35399681819527495,4,4.5,8.0,0.2865778365340082,0.4878689343382995,30.22205382042197,1784.0,0.6755739402736349,-9.717210109669277e-06,0,-0.18281192,0.46656802,2.381384,6.755028
inh,U413,Reg03_z157,d15,inh_U413_Reg03_z157_d15,data_d15.mat,147,ROI147,395.0,538.0,2088,0.23290280818375825,0.1069943305772861,0.07625115704871831,0.5050482824738555,0.2861520522104129,0.7269897256383027,0,,,,,1.4437317382169175,11.0,0.5050482824738555,-0.0038234299781355553,0,-0.18441778,0.29494637,11.503151,11.379546
resp,U866,Reg02_z208,d23,resp_U866_Reg02_z208_d23,data_d23.mat,448,ROI448,156.0,477.0,2088,0.12601676529580574,0.035585222795119865,0.030875901248071096,0.23514201172978194,0.13173579230134266,0.24691272254609328,0,,,,,2.866665360385686,1.0,0.23514201172978194,-2.627083766730245e-05,0,-0.24299687,0.21468614,13.934495,14.218881
unresp,U235,Reg01_z149,d9,unresp_U235_Reg01_z149_d9,data_d9.mat,79,ROI79,526.0,668.0,2088,0.5901456557046213,0.5491635221783021,0.018065281472524456,3.35905717683787,0.25139900943746324,0.6947549704286358,25,20.28,81.0,1.2996506538891348,3.1076581674004067,666.2840132724455,1624.0,3.35905717683787,0.00013367625399341354,1,1.0741003,-2.107077,12.831756,3.6310308
resp,T649,Reg01_z162,d11,resp_T649_Reg01_z162_d11,data_d11.mat,421,ROI421,1006.0,188.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-4.556801,-9.404539
unresp,U235,Reg02_z166,d15,unresp_U235_Reg02_z166_d15,data_d15.mat,131,ROI131,621.0,613.0,2088,0.1351457301277514,0.08207579302957783,-0.01673562557521259,0.6458968266330947,0.11466405614892447,0.27078680590605286,12,10.416666666666666,25.0,0.28290754530589957,0.5312327704841702,68.00898616363159,382.0,0.6458968266330947,4.43516560735196e-06,1,-0.13042256,-0.4509153,7.397345,-0.2734264
inh,U480,Reg01_z217,d5,inh_U480_Reg01_z217_d5,data_d5.mat,68,ROI68,973.0,133.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-7.1120124,21.792719
inh,U413,Reg03_z203,d9,inh_U413_Reg03_z203_d9,data_d9.mat,323,ROI323,382.0,45.0,2088,0.11175547195930283,0.03831805850956266,0.0018553529046272427,0.25511032230717984,0.12066218747865654,0.18995597002719844,1,12.0,12.0,0.1344481348285233,0.1344481348285233,9.098013954659779,729.0,0.25511032230717984,1.1426564811043327e-05,0,-0.24818093,-0.13542227,2.675315,-0.15032637
inh,U413,Reg03_z267,d1,inh_U413_Reg03_z267_d1,data_d1.mat,23,ROI23,735.0,135.0,2088,0.17176208960609862,0.10644337638861895,-0.04203217185111176,1.1444298578115897,0.17623325466545509,0.39261836519170157,7,9.285714285714286,23.0,0.4360696453598339,0.9681966031461346,62.75274971281746,105.0,1.1444298578115897,-2.8841833874388292e-05,0,-0.0857408,-0.20192756,4.9379916,0.5986761
unresp,U861,Reg01_z225,d9,unresp_U861_Reg01_z225_d9,data_d9.mat,342,ROI342,527.0,3.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-10.495133,-13.076841
unresp,V529,Reg03_z127,d3,unresp_V529_Reg03_z127_d3,data_d3.mat,115,ROI115,786.0,42.0,2088,0.17624481877649212,0.07422579696961117,0.01981160057002208,0.6781740035207863,0.18745629976689523,0.37715225501304506,4,6.25,9.0,0.37782608882537194,0.490717703753891,46.24856080486414,55.0,0.6781740035207863,-2.466346401717551e-05,0,-0.14503026,0.33169565,2.4544332,5.4481845
inh,U413,Reg03_z182,d1,inh_U413_Reg03_z182_d1,data_d1.mat,314,ROI314,506.0,631.0,2088,0.12269658265054431,0.0426327317187959,-0.023954783796748834,0.2553645686637818,0.11679950261971207,0.20459986078687997,10,4.0,5.0,0.11553860164773182,0.13856506604406976,38.21697073034782,825.0,0.2553645686637818,5.279119466359101e-06,0,-0.24029645,0.4018736,6.406093,4.33136
sham,U413,Reg03_z267,d23,sham_U413_Reg03_z267_d23,data_d23.mat,1,ROI1,734.0,564.0,2088,0.15496460505062495,0.0728642288989909,-0.016903618910467346,0.48676012593383483,0.177323548516187,0.38453993470141046,2,5.5,7.0,0.2865864392236554,0.30943657741764785,39.15644473921425,1303.0,0.48676012593383483,5.511006327324196e-06,0,-0.18601367,0.44071782,0.8378082,7.224708
sham,V528,Reg01_z167,d9,sham_V528_Reg01_z167_d9,data_d9.mat,389,ROI389,655.0,477.0,2088,0.13113885419983493,0.03228855459883984,0.05603196602959997,0.2020078275856612,0.14060561423661078,0.23446894148903236,0,,,,,1.687088622335923,21.0,0.2020078275856612,-1.1238817920806728e-05,0,-0.24003917,0.22190616,13.942546,13.936181
inh,U865,Reg01_z202,d3,inh_U865_Reg01_z202_d3,data_d3.mat,140,ROI140,774.0,322.0,2088,0.5479576720598064,0.9545944375912049,0.007588097006660109,9.748765144789987,0.3393114350219749,1.0275729044823567,16,11.3125,40.0,2.532829165912129,9.409453709768012,528.0312678560499,1682.0,9.748765144789987,0.00014603286988680442,1,1.0979072,-0.5442926,10.95242,3.3203428
unresp,U235,Reg01_z234,d1,unresp_U235_Reg01_z234_d1,data_d1.mat,111,ROI111,704.0,707.0,2088,0.13291472412464322,0.046992830897523215,0.03650968330712188,0.2603179091082913,0.17371507594997426,0.2905867090771078,0,,,,,0.6227901528571606,28.0,0.2603179091082913,-0.00048694575143925123,0,-0.24124444,0.22594318,13.852817,12.8202
unresp,U235,Reg01_z209,d7,unresp_U235_Reg01_z209_d7,data_d7.mat,81,ROI81,395.0,507.0,2088,0.11075377152745042,0.07775451917331803,-0.11844971142187301,0.9644805803980133,0.11010279652139403,0.22786316217269023,10,12.1,36.0,0.2860164553488543,0.8543777838766193,49.974968343001706,30.0,0.9644805803980133,-3.675030271267727e-05,1,-0.14412944,-0.7462561,6.909233,-1.5107996
unresp,T644,Reg01_z154,d23,unresp_T644_Reg01_z154_d23,data_d23.mat,259,ROI259,929.0,699.0,2088,0.18711214824620925,0.10401259135406599,-0.052699427720602446,0.7865681792819036,0.1563670427654964,0.31385501926716775,8,11.125,33.0,0.38757888303080124,0.6302011365164072,58.22200047963343,1013.0,0.7865681792819036,1.3588901283933649e-05,1,-0.070049465,-0.5241464,6.3075113,-1.0671595
unresp,U234,Reg01_z298,d3,unresp_U234_Reg01_z298_d3,data_d3.mat,9,ROI9,681.0,1000.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-19.050232,9.89124
